ID_GRUPO_CUSTEIO_DA;ID_GRUPO_CUSTEIO;NU_MATRICULA_EFPC;ID_DEMONSTRACAO_ATUARIAL;NU_CNPB_PLANO_DA;QT_PARTICIPANTES_ATIVOS;VL_FOLHA_SALARIO;QT_MESES_CONTRIBUICAO;QT_MESES_APOSENTADORIA;NU_GRUPO_CUSTEIO;NM_GRUPO_CUSTEIO
30034;1617;2909;2653077;1993003411;0;0;0;0;19;GE TRANSPORTES
31278;1618;1482;3001649;2010001729;116;15553739.02;103;188;1;CD INVISTA
30025;1619;2909;2653077;1993003411;0;0;0;0;20;ELP - EFFICIENT
31124;1620;3825;2694912;1995001929;2901;127273608;120;204;1;OESPREV
30688;1623;895;2683151;2000002511;2341;401465047.2;135;177;1;Plano Benefícios 03
31232;1624;919;2743635;1980000719;8382;799463533.2;100;254;1;São Bernardo
31105;1638;3825;2694904;1996001574;417;26834540;120;168;1;MARISOL SUPLEMENTAR
30005;1639;2909;2647912;2010004711;0;0;0;0;1;GE Aviation
30320;1640;549;2670405;1979001456;1337;109111313.2;322;125;1;Plano Alpha
31204;1642;607;2717629;1986000338;0;0;0;0;1;ENERGISA/INERGUS
30911;1643;4217;2688344;2006004638;1362;144474526;57;310;1;PBM
31108;1644;3825;2694906;1998001156;3;0;0;0;1;Smart Varejo
30321;1645;549;2670407;2005003883;4073;20909702;100;300;1;Plano Beta
31000;1647;4217;2690163;1997000792;2;0;0;114;1;P03
30103;1648;1482;2657477;2011000483;127;0;78;196;1;ACRICELPREV
30060;1649;1482;2655105;1987001011;0;0;0;0;1;CNI / IEL - PREVIND
30068;1650;1482;2655854;1987001192;0;0;0;0;1;SENAI DN - PREVIND
30322;1651;549;2670393;2010005929;3209;204105134;83;278;1;Plano Gama
31118;1652;3825;2694906;1998001156;2000;108772037.1;96;264;2;Comércio
31106;1654;3825;2694906;1998001156;568;63326583.32;84;252;4;Triângulo
31120;1655;3825;2694906;1998001156;20;2628688.27;84;252;5;Tribanco
31112;1656;3825;2694906;1998001156;8;205019.49;144;180;6;Tricard
31116;1657;3825;2694906;1998001156;0;0;0;0;7;Veículos
30069;1658;1482;2655882;1987001265;1;0;0;0;1;SESI DN- PREVIND
30809;1659;2258;2685177;2007000547;23;0;324;96;1;Plano BD
30061;1662;1482;2655343;1987001811;0;0;0;0;1;CETIQT (PREVIND)
30408;1665;1482;2676167;2008000265;11471;178893232.4;119;317;1;DELPHI
30945;1670;2258;2689149;2007000611;395;51844457;72;240;1;Plano CD
30274;1671;3438;2667559;2000001092;0;0;0;0;1;TELE CELULAR SUL
30101;1672;1482;2657053;1990001947;2249;9571397.55;90;211;1;NADIR FIGUEIREDO
31094;1674;3825;2694888;1993001956;1197;28768466.09;108;120;1;CONCREMAT
30987;1675;2991;2689605;1985000547;1029;32981541;131;229;1;ACESITA
30256;1676;1482;2665706;2010002938;83;8351253.96;69;267;1;HUNTSMAN
31152;1677;2258;2707694;1994001429;890;35798347.2;24;288;1;DIAGEO SUPLEMENTAR
30095;1692;1482;2656185;1999001818;172;16777900;152;92;1;TECPREV
30272;1693;3438;2667551;2000005111;328;13577350.32;228;120;1;INTELIG
30257;1694;3438;2665716;2002002118;24;1970126.73;378;17;1;TIMPREV SUL
30449;1695;1482;2677454;2003001247;6;851247;264;0;1;APABA
30802;1699;2258;2685157;1994001356;775;50230989;72;264;1;DIAGEO
30280;1700;1482;2668212;1998003892;764;131652412.9;80;185;1;RABOBANK
30071;1702;1482;2655886;1988002656;4;313339.95;318;42;1;SENAI - AM
30249;1703;1482;2665805;2005001392;426;24850405.47;80;259;1;WESTPHARMA
31266;1704;1482;2886439;2000007211;0;0;0;0;1;PREVIND II - BD
31267;1705;1482;2886439;2000007211;1112;195942088.6;97;151;2;PREVIND II CD
30077;1706;1482;2655972;2006003038;44;3587902.77;122;109;1;PREVISAM II - CD
30084;1708;1482;2656108;2009001011;395;26702466.57;128;218;1;SANTA MARIA II
30273;1709;3438;2667557;2000001238;11;164515;341;31;1;TELE NORDESTE CELULA
30276;1710;3438;2667515;2002002029;23;2364236.42;354;23;1;TIMPREV-NORDESTE
30275;1711;3438;2667561;2000000118;0;0;0;0;1;CA - CELULAR
30076;1713;1482;2655972;2006003038;0;0;0;0;2;PREVISAM II- BD
30373;1715;1482;2678968;1996004956;46;243333.61;288;0;1;NOVOESTE
30840;1716;1911;2685274;2005004847;149;9454811.01;196;89;2;Custeio parte BD
30246;1719;1482;2665776;1989000665;0;0;0;0;1;SESI BA
30406;1721;1482;2676227;1988002338;0;0;0;0;1;SENAI BA
30248;1722;1482;2665792;1989000592;0;0;0;0;1;FIEB
30407;1723;1482;2676235;1997001683;32;3878492.04;244;130;1;HUNTSMAN 1
30863;1726;1482;2686711;2005004456;92;14412789;106;142;1;SITA
30420;1728;1482;2676249;2001000138;926;88437636.17;93;182;1;SENAI BA
31033;1731;1482;2690629;2004000392;473;34509329.16;161;139;1;FIESP
30866;1733;1482;2686715;1987001419;258;16103825.9;154;213;1;RESAPREV
30447;1734;1482;2677452;1995000418;1327;18461514.81;108;266;1;ACTARIS
30704;1735;1482;2683453;1991001347;636;24455689.76;133;126;1;FIBERGLAS
30245;1736;1482;2665772;2007002711;34;4347981.42;196;168;1;HUNTSMAN TEXTILE
30837;1748;1482;2685271;2005004065;259;17829476;107;213;1;TATE&LYLE
30250;1750;1482;2665807;1983000329;531;17956389.09;148;185;1;GREIF
30116;1752;1482;2657967;1998003418;141;10632231.84;108;203;1;STAHL
30503;1766;1482;2678787;2003000119;726;156137217;220;159;1;E&Y
30251;1767;1482;2665809;2010003829;332;20325893.06;139;242;1;OCV CAPIVARI
30385;1769;1482;2674777;1996003811;212;12362424;110;183;1;FUJITSU
30450;1771;1482;2677461;2004003138;0;0;0;0;1;AIR FRANCE
30556;1772;4131;2682946;1981000811;156;41425683;148;150;1;ENERGISA
31035;1786;1482;2690639;2004000538;5880;348650366.4;154;126;1;SESI
30965;1787;1482;2689206;2004000465;4007;372125918.8;152;111;1;SENAI
30707;1866;1239;2683457;1979002738;136;0;259;82;2;BD
30705;1867;1239;2683457;1979002738;127;0;264;79;3;CV
30632;1887;1239;2683070;1979003238;3052;272728152.6;156;180;3;CV
31207;1906;1239;2721545;1979003165;1339;183482010.3;145;206;2;BD
31209;1907;1239;2721545;1979003165;1257;174857950.2;149;203;3;CV
30884;1926;1239;2688290;1982002311;1127;0;146;213;2;BD
30886;1927;1239;2688290;1982002311;1002;0;153;208;3;CV
30708;1947;1239;2684863;1979003319;493;57890433;94;181;3;CV
30682;1948;1239;2683145;1982002247;1220;0;212;161;2;BD
30683;1949;1239;2683145;1982002247;942;0;213;160;3;CV
30634;1950;1239;2683072;1982002174;337;57546937.5;367;45;2;BD
30633;1951;1239;2683072;1982002174;328;57062387.85;368;44;3;CV
30644;1966;1239;2683087;1979003092;252;0;189;162;2;BD
30643;1967;1239;2683087;1979003092;229;0;190;163;3;CV
30630;2006;1239;2683068;1979002819;3350;239160850.1;123;219;2;BD
30629;2007;1239;2683068;1979002819;2889;214702341.5;124;220;3;CV
30638;2008;1239;2683074;1979002983;225;34468099.9;159;196;2;BD
30637;2009;1239;2683074;1979002983;210;33491898.83;163;192;3;CV
30686;2046;655;2683149;2007001519;41178;11958552775;150;166;2;PLANO PETROS 2 / CD
31071;2066;4707;2694672;2013000138;18022;2152053824;47;105;1;PREVCOM RP
31072;2067;4707;2694676;2013000219;10400;833781680.4;90;0;1;PREVCOM RG
30028;2086;2909;2653077;1993003411;1;181401.74;91;269;23;GRC BRASIL CENTRO DE
31091;2126;59;2694813;2012000819;98;0;24;0;1;PAI 1
29996;2146;4221;2601664;2012001874;1259;0;65;253;1;JMPrevidência
30960;2186;1479;2689085;2012000738;616;81492345.22;76;175;1;Custeio Taesaprev
30986;2226;1482;2689550;2011002338;253;33897025.63;64;260;1;SIG Combibloc
30397;2246;3188;2675578;1999003756;1193;95194130.46;113;215;4;UNOESC PREV
30296;2266;2083;2669199;2011002192;297;25441854;220;168;1;Mosaic 1
30297;2286;2083;2669199;2011002192;164;9151558;163;159;2;Fospar
30294;2287;2083;2669199;2011002192;0;0;0;0;3;Instituto Mosaic
30173;2306;1434;2661465;2009003292;65;6871727.91;124;117;2;PCV
30927;2307;3472;2688798;1984001183;143;24683850.23;78;214;3;Audi
30300;2308;2083;2669203;2011002265;881;104951288;51;277;1;Mosaic
30301;2309;2083;2669203;2011002265;153;10723047;91;202;2;Fospar
30653;2326;2231;2682888;2012001947;820;107980180.6;97;129;1;GERAL
30893;2327;2213;2688309;1991002483;2;415130.76;91;185;10;Mauá Prev
30137;2328;2083;2659919;2012000274;393;19760385.36;215;120;1;Vale Fertilizantes
29995;2346;4221;2601657;2012001629;2129;0;84;182;1;Uniodonto
30181;2386;3304;2661734;2011001838;6718;215729560.9;36;336;1;Grupo 1
30066;2426;895;2655707;2012001718;248;54904952.5;111;6;1;Nº 01
30583;2446;4666;2682997;2011000629;23837;1192914705;60;252;3;Plano Raiz
30758;2466;2258;2685098;2006001647;1112;43951937.51;72;276;2;KFB NORDESTE
31067;2486;1033;2694666;2000007538;9;2229911.06;216;96;3;SOLUÇÕES USIMINAS
31068;2487;1033;2694666;2000007538;2;0;444;0;4;MINERAÇÃO USIMINAS
30175;2506;1261;2661724;1980000311;124;0;298;50;4;Icolub e SBPL
30571;2546;3438;2682969;2012000347;378;15099151;154;190;1;Plano Apos Metalsa
30348;2567;4443;2672432;1998002292;204;26566691.15;269;117;2;Escelsa
30347;2568;4443;2672432;1998002292;0;0;0;0;3;Enerprev
30346;2569;4443;2672432;1998002292;3;112716.65;268;81;4;Energest
31103;2606;3825;2694900;2005004774;433;20160573;12;324;2;Hitachi
30900;2646;3188;2688241;2012000665;1427;111009166.6;30;329;1;BBPREV FUTURO
30563;2707;4217;2682820;2012001238;94;0;78;229;1;CONTÁBIL PREV
30557;2786;4217;2682816;2011002419;624;0;98;246;1;ABEPOM PREVIDÊNCIA
30924;2806;2258;2688792;2012001092;2130;190392888.9;60;252;1;Masterfoods
30925;2826;2258;2688792;2012001092;374;39555536.15;60;264;2;Royal Canin
30567;2829;4621;2682828;2011001765;635;0;61;0;1;PlenoPrev
30692;2866;1729;2683155;1990001092;192;10515436;88;187;7;Rohm and Haas Químic
30754;2868;2258;2685087;2012001319;122;7876370.19;98;242;1;Trelleborg
31161;3007;1256;2710669;2009001265;2;224514.55;62;296;4;MM PREV
31262;3026;4296;2874549;2005002111;37;0;120;115;1;Avaliação 2011
30579;3086;1208;2682986;2013001411;16623;601850181.4;46;243;1;Plano CBSPREV
30483;3109;4724;2677575;2013000383;99381;7989532725;93;242;1;ExecPrev
30484;3110;4724;2677577;2013000618;2879;880557037;170;226;1;LEGISPREV
30881;3127;237;2686751;2013000911;56;935130.9;94;156;2;ABDI CD
30856;3150;3188;2686570;2013000456;280;65345925.19;83;157;1;APEXPREV
30292;3151;4741;2669191;2013001738;28726;3457370211;42;250;1;GERAL
30655;3164;2231;2682893;2013001665;166;26668736.55;72;174;1;GERAL
30854;3166;1911;2686646;2013001274;0;0;0;0;1;SESI-PI CD
30853;3167;1911;2686646;2013001274;187;7298240.02;90;103;2;SESI-PI BD
30894;3171;2213;2688309;1991002483;148;15154740.84;91;176;11;Siniat
30174;3179;3188;2661586;2010003365;162;5837664.73;0;0;1;Plano BD Saldado
30018;3182;922;2651623;2013000847;1069;280652794.8;77;136;1;PLANO BENEFÍCIOS II
31110;3184;3825;2694906;1998001156;12;2049323.64;240;120;8;Almart
31114;3185;3825;2694906;1998001156;2;0;228;0;9;Participações
30387;3187;3188;2674783;2010003292;107;3225369.8;0;0;1;Plano Misto Saldado
30267;3206;3188;2667544;2010003438;1212;162232778.4;105;105;1;Prev Amazônia
30930;3227;3472;2688798;1984001183;13743;1430627694;209;142;5;Brasil
31073;3246;4707;2694678;2013002092;7061;616995965.4;97;104;1;PREVCOM RG UNIS
31284;3306;2083;3031030;1999005211;2014;0;266;58;2;VM BP
30511;3326;237;2678805;2014000883;209;4050751.2;94;164;1;EmaterDF-FlexCeres
31132;3366;3825;2697290;1997003783;5;0;288;0;2;REFINADORA
31134;3367;3825;2697290;1997003783;3496;229032004;84;288;3;PORTOBELLO SA
31133;3368;3825;2697290;1997003783;0;0;0;0;4;PEDRA BRANCA
31135;3369;3825;2697290;1997003783;534;27380301;48;300;5;MULTILOG
31136;3370;3825;2697290;1997003783;95;13266805;36;288;6;PORTOBELLO SHOP
31131;3371;3825;2697290;1997003783;0;0;0;0;7;PAREXGROUP
30339;3386;223;2672358;2002004838;583;193382466.7;71;97;1;pcd
30662;3387;4443;2683123;1982002018;282;21596626.87;276;93;2;BD
30663;3388;4443;2683123;1982002018;201;1794730.6;43;59;3;BSPS
30664;3389;4443;2683123;1982002018;240;20014043.14;282;83;4;CV
30969;3390;1482;2689228;2013001819;259;18868852.34;173;167;1;AB FREIOS
30598;3427;4011;2682846;2014001456;828;7400821.21;60;159;1;CONFORTPREV
31109;3447;3825;2694906;1998001156;459;18637282.95;84;216;10;URN-MG
30989;3488;967;2689552;2013001592;1197;125758914.8;85;143;1;GERAL
30587;3507;2231;2683006;2014001383;8;0;336;7;1;GERAL
30032;3508;2909;2653077;1993003411;0;0;0;0;25;GEBSA - PREV
30041;3509;2909;2653077;1993003411;139;24678762.29;81;158;26;Power Conversion
30931;3511;3472;2688798;1984001183;305;38233863.72;85;177;6;Man Diesel e Turbo
30399;3528;3411;2675667;2014001065;192;41681684.2;134;203;1;Motorola Solutions
30936;3529;2258;2688818;2014000247;2805;153921909;64;240;1;HMB
30458;3538;2021;2677366;2013001118;1053;33778.95;55;110;1;PREVSIAS
31018;3540;1674;2690426;2014000492;719;108153559.9;69;259;1;Zoetis Ind Prod Vet
31051;3548;117;2692156;2013002238;2975;472222794.2;324;96;1;Banrisul
31049;3549;117;2692156;2013002238;4;2111907.07;240;24;2;B.Cartões
31048;3550;117;2692156;2013002238;16;4462474.51;384;0;3;Badesul
31050;3551;117;2692156;2013002238;36;4107149.15;312;96;4;Fundação
31052;3552;117;2692156;2013002238;35;4843253.09;348;96;5;Cabergs
30823;3553;117;2685215;2013002165;453;55099665.92;408;36;1;PBS
30240;3558;3438;2665752;2013001983;76;16411540.68;123;75;1;Carestream do Brasil
30367;3567;655;2672482;2004002638;0;0;0;0;2;SANASA - BD
31039;3587;2561;2692083;2014001219;1204;172417224.2;204;180;1;Nestlé
30306;3668;1434;2669227;2015000747;20;898705.84;164;177;1;Celpa R
30427;3669;4091;2676261;2004002492;2862;433934459.8;90;112;7;CD
30426;3670;4091;2676261;2004002492;6;0;446;0;8;BSPS
30990;3671;802;2689623;1977000118;0;0;0;0;2;GRUPO PRE-68
30538;3672;93;2679043;2015001565;0;0;0;0;1;Caciban
30763;3673;93;2685108;2015001719;0;0;0;0;1;DAB
30762;3674;93;2685105;2015001638;0;0;0;0;1;DCA
31119;3709;3825;2694906;1998001156;16;146121.04;48;288;11;Integração Logístic
31107;3710;3825;2694906;1998001156;0;0;0;0;12;URN-GO
30044;3714;1537;2653412;1980001774;279;31745705;48;252;13;Ferroport
30052;3715;1537;2653416;1988000165;219;24488364.12;60;240;12;Ferroport
30691;3754;1729;2683155;1990001092;3;431269;75;130;9;PREVDOW
30926;3771;1911;2688794;2015000674;2207;0;38;342;1;INDUSTRIAPREV
30226;3775;3126;2663837;2006003992;2642;141747519;100;255;2;OWENS-ILLINOIS DO BR
31006;3788;3126;2690175;1993001492;1;61946.56;207;143;3;IVV
30114;3830;895;2657787;2014002118;773;116049892.6;85;134;1;CD-METRO-DF
30747;3831;2258;2685067;2015000518;5254;160368876.3;60;156;1;PLANO CITROSUCOPREV
30821;3848;2316;2685213;2015001492;443;0;362;1;1;GRUPO CONAB
30822;3849;2316;2685213;2015001492;0;0;0;0;2;GRUPO CIBRIUS
30677;3868;655;2683141;2010004019;0;0;0;0;2;SULGASPREV - BD
30935;3889;655;2688810;2003002618;6;216907.47;444;0;3;Vale Fértil
30580;3928;2796;2682832;2015001174;4535;485215220;44;311;1;Plano de Benefícios
30030;3968;2909;2653077;1993003411;46;3745109.55;68;104;27;Avio do Brasil
31285;4010;2083;3031030;1999005211;72589;4629511746;113;193;3;Risco e Renda
31020;4028;967;2690432;1991001029;0;0;0;0;2;PBS-A 2
31145;4052;59;2706157;2000008119;4575;517433827;0;0;4;INFRAERO / INFRAPREV
31143;4053;59;2706157;2000008119;68;8057697.7;0;0;5;Viracopos
31144;4054;59;2706157;2000008119;26;2043520.18;0;0;6;Guarulhos
31139;4055;59;2706157;2000008119;7;1560593.71;0;0;7;INFRAMERICA
30950;4070;744;2689157;1986000729;30;5452432.18;146;198;13;BISB Bosch Soluções
30401;4072;3411;2675671;2016001356;22;9709403.99;133;142;1;Grupo 1 Arris
30008;4074;2909;2648156;2016000465;68;16509913.16;110;120;2;Alstom Grid
30006;4075;2909;2648156;2016000465;679;80008747.78;126;167;3;Alstom Renováveis
30009;4076;2909;2648156;2016000465;15;4825894.97;173;101;4;Alstom Térmica
30491;4078;31;2677593;1988003156;2;519322;208;217;6;Instituto Alcoa
30624;4080;2292;2682864;2016000392;3191;194575622.5;36;300;1;Patrocinadoras
30331;4081;4279;2670950;2016001992;75571;0;23;348;1;Prevcoop
30838;4088;1482;2685271;2005004065;92;3305802;59;282;2;TATE & LYLE GEMACOM
31121;4089;3825;2694906;1998001156;0;0;0;0;13;Sim Serviços de TI
31113;4090;3825;2694906;1998001156;0;0;0;0;14;Martins SP
31117;4091;3825;2694906;1998001156;3;0;72;300;15;Instituto Alair
31111;4092;3825;2694906;1998001156;0;0;0;0;16;URN-Nordeste
31080;4093;3825;2694865;2016000147;622;57441556.9;132;204;1;Axalta
31097;4095;3825;2694890;1997000229;911;77894062;120;228;14;Grupo Folha
31096;4096;3825;2694890;1997000229;9212;889038171;24;312;15;Grupo UOL
31095;4097;3825;2694890;1997000229;745;38656300;60;312;16;Grupo Plural
30204;4108;713;2662455;2006001892;48;5929887.34;50;201;4;PATROCINADORA PRECE
30140;4248;4889;2660170;2016001747;9;555539;296;61;1;Grupo 1
30229;4268;4889;2663860;2016001674;57;6953491;146;202;1;Grupo 1
30467;4308;1105;2677529;1997003147;403;61581628.7;300;65;2;Sub Pl BD N Saldado
30466;4309;1105;2677529;1997003147;1056;94891379.35;249;90;3;Sub Pl CD
31055;4328;4801;2694183;2016001518;2629;16706725.36;21;337;1;GRUPO 1
30905;4348;3527;2688330;1996002619;52;16902640.68;97;120;4;ENTCO
30614;4388;2018;2682858;2016001811;377;52656938.74;35;121;2;Plano de beneficio S
30932;4389;81;2688762;2017000256;722;64087210.46;45;282;1;BANESES
31140;4390;59;2706157;2000008119;5;931585.46;0;0;8;8 - BH
31142;4391;59;2706157;2000008119;0;0;0;0;9;GALEAO
30039;4392;2909;2653077;1993003411;0;0;0;0;28;Simples Part
30037;4396;2909;2653077;1993003411;0;0;0;0;29;Banco Cifra
30064;4409;984;2655327;2005001538;188;1661610.9;228;133;3;DME II
30187;4448;3438;2662233;2016002018;44;6546371.28;180;192;1;KEYSIGHT
30001;4449;2107;2615041;1980001138;345;2271645.03;290;0;2;Aux. Previdenciários
31153;4451;2258;2707700;1996001329;103;9016101.72;42;163;4;HITER CONTROLS ENGEN
30525;4453;3126;2679005;1997001918;0;0;0;0;3;SWIPCO
30961;4454;391;2689183;1979001529;183;18985068.83;140;159;2;FAPES
30962;4455;391;2689183;1979001529;2368;1148863752;180;172;3;SISTEMA BNDES
30325;4460;713;2670960;2011000556;8;526741.02;330;25;7;PARTE CD ¿ CAC
30328;4461;713;2670960;2011000556;817;157129442.1;400;2;9;PARTE CD ¿ CEDAE
30329;4462;713;2670960;2011000556;0;0;0;0;10;PARTE BD ¿ CEDAE
30326;4463;713;2670960;2011000556;0;0;0;0;12;PARTE BD ¿ PRECE
30765;4465;2258;2685111;2017001147;1850;132366224;107;186;1;CMOC
30021;4468;922;2652842;2017001392;213;0;378;22;1;PLANO BENEFÍCIOS III
30737;4488;2258;2685050;2017001074;2293;161371077;102;138;1;Plano Basico CMOC
30324;4489;713;2670960;2011000556;0;0;0;0;8;PARTE BD ¿ CAC
30327;4490;713;2670960;2011000556;7;1119032.07;307;14;11;PARTE CD ¿ PRECE
30915;4509;4791;2688372;2016001283;2286;186210247.3;24;294;1;PLANO RS-FUTURO
31066;4529;4131;2694662;2017000647;9072;414109945.4;36;96;2;ENERGISA CD
30260;4548;4769;2666811;2015000429;1852;316404640.2;25;300;1;1
30343;4608;3531;2672428;1996003038;4901;132857024.2;108;192;2;Grupo RBS - II
30550;4631;984;2682930;2017001211;2674;152415394.9;61;203;1;1 - FECOMERCIO MG-I
30212;4668;758;2662700;2002002411;49;5508830.47;62;296;3;PATROC. E-UB
30105;4709;1482;2657499;2000003192;95;785885.26;132;163;2;CHEMTRADE BRASIL LTD
30425;4729;206;2676181;2010005538;7970;678414131;77;218;14;Plano de Benefícios
30828;4731;655;2685237;1970000147;450;128965820.9;402;7;3;PÓS-70
30332;4735;4279;2670954;2018000111;187;0;37;349;1;Grupo de Custeio
31115;4737;3825;2694906;1998001156;80;10098157.03;84;216;18;Tripag
30831;4750;655;2685248;2018000292;2789;503174688.3;394;8;3;PÓS-70
30616;4751;2525;2683050;1974000338;1;0;570;0;2;BD-ENGIE
30270;4769;3126;2667547;1994001674;0;0;0;0;2;South32
30890;4790;2213;2688309;1991002483;1187;89580936.6;34;179;15;SupergásBrás
30658;4809;2231;2682901;2018002074;374;0;33;0;1;Geral
30522;4814;3126;2678987;2018000756;337;19033601.28;72;216;1;Vertiv Tecnologia
31093;4816;3825;2694888;1993001956;450;12061878.92;180;48;2;DEMAIS PATROCINADORA
30774;4850;1924;2685129;1989000274;9;1910868;230;142;10;SIEMENS MOBILITY SOL
30419;4852;206;2676243;1988000874;1492;136517472;245;162;18;Cargill Previdencial
30285;4853;1078;2668558;1984000918;5165;456914245;0;268;3;Grupo 1 - Todos
30053;4873;1537;2653416;1988000165;233;24302525.88;156;204;17;Birla Carbon
30810;4874;2258;2685181;2018001256;441;33413326;144;216;1;Plano CD
30958;4876;2292;2689169;1998002829;121;12738307;288;60;2;PATROCINADORES
30047;4895;1537;2653412;1980001774;238;27093581;156;204;18;Birla Carbon
31125;4909;3825;2694914;1981000674;132;7167354.09;156;204;2;1 - Panatlantica -
30929;4910;3472;2688798;1984001183;610;88017518.16;152;164;7;Participações
31074;4929;4707;2694683;2018001329;467;89651671.33;29;210;1;PREVCOM RO
30067;4949;895;2655721;2017000183;597;52168194.42;25;253;1;1 - No. 01
31230;5000;919;2743635;1980000719;230;20114164.33;160;204;14;Carbeto
30217;5001;758;2662700;2002002411;3644;228628647.9;136;243;4;UNILEVER INDUSTRIAL
30218;5002;758;2662700;2002002411;410;23906248.73;110;252;5;UNILEVER GELADOS
30216;5004;758;2662700;2002002411;1;173822.48;47;237;7;CICANORTE
30211;5005;758;2662700;2002002411;6;1157298.87;79;201;8;UNILEVERPREV
30215;5006;758;2662700;2002002411;159;14967996.81;115;279;9;UNILEVER LOGÍSTICA
30819;5010;2316;2684810;2015001311;294;61253264.8;353;5;3;Submassa 1
30818;5011;2316;2684810;2015001311;1882;285504417.1;142;66;4;Submassa 2
30745;5012;2258;2685064;2019001365;530;60234926;84;252;1;Química
30746;5013;2258;2685064;2019001365;51;4190606;84;312;2;Química Bahia
30807;5014;1763;2685173;1990000819;42;3870044.64;36;252;7;SAC
30690;5016;1729;2683155;1990001092;530;34194541;40;151;11;Palmyra
31176;5017;2258;2713639;2019001756;387;26516000;86;346;1;POLO FILMS
30750;5019;2258;2685077;1994001747;387;23122303.08;105;249;2;32680810000122
30835;5020;211;2685261;1996005138;1589;111962912;25;228;2;Custeio Pl Misto 2
31088;5021;117;2694876;2018002147;131;21648703.44;444;24;1;Banrisul
31084;5022;117;2694876;2018002147;0;0;0;0;2;B.Cartões
31087;5023;117;2694876;2018002147;0;0;0;0;3;Fundação
31086;5024;117;2694876;2018002147;1;84967.35;432;36;4;Cabergs
31085;5025;117;2694876;2018002147;0;0;0;0;5;Badesul
30703;5026;4594;2683200;2009003683;68;19414329.96;156;204;3;EMEB
30295;5027;2083;2669199;2011002192;7;3891876;294;116;4;Mosaic PK
30298;5028;2083;2669203;2011002265;347;29026127;22;296;3;Mosaic PK
31171;5030;4755;2712794;2014000311;4798;256856934.6;59;170;1;Custeio SE
31172;5031;4755;2712800;2015001247;885;14385737.73;39;123;1;Custeio CDT
30832;5032;655;2685252;2019003619;0;0;0;0;1;PRÉ-70
30833;5033;655;2685255;2019003783;4;1196244.32;624;0;1;PRÉ-70
31078;5038;2333;2694731;2019000938;1219;115856676.7;36;192;1;PREVSAN CD
30521;5040;3126;2678983;2008000192;1385;231884887.8;36;300;4;Technip Brasil
30291;5046;2083;2669182;2020000229;4558;206678373;107;164;1;Renda e Risco
30290;5047;2083;2669182;2020000229;57;0;266;58;2;BP
30811;5048;391;2684794;2019000156;57;8976911.58;31;239;1;FAPES
30198;5051;2083;2662437;2020001438;0;0;0;0;1;Abono
31180;5052;686;2716573;1978000529;0;0;0;0;3;PORTOBRAS
31183;5053;686;2716573;1978000529;9;1216217.81;380;38;4;PORTUS
31179;5054;686;2716573;1978000529;0;0;0;0;5;CODOMAR
31182;5055;686;2716573;1978000529;4;624844.09;488;0;6;CDC
31185;5056;686;2716573;1978000529;66;10966214.86;468;4;7;CODERN
31181;5060;686;2716573;1978000529;7;860558.53;400;29;11;PR
31184;5063;686;2716573;1978000529;0;0;0;0;14;SPI
30654;5064;2231;2682891;2019003074;3812;116371258.4;23;131;1;Geral
30676;5099;2083;2682914;2019002329;7203;0;21;184;1;Prevaler - Total
30316;5065;611;2670357;2019002019;1810;163337855;132;228;1;Principal
30492;5101;3188;2677400;2017000574;742;91956192.9;59;216;1;AMAZUL PREV
30371;5102;3188;2673139;2016000538;1525;114799723.1;64;130;1;BBTS PREV
30612;5103;3188;2682856;2017000711;345;106311725.5;52;229;1;TERRA PREV
30648;5104;3188;2682883;2019000865;700;0;30;0;1;BBPREV FUTURO
30858;5105;3188;2686582;2019001047;13;0;35;31;1;BBPREV COOP
31150;5066;2258;2707688;2019002256;591;118009798.9;114;129;1;HP
30185;5067;611;2662221;2019002183;1215;120790280;132;228;1;Suplementar
31239;5120;14;2757024;2008001083;2140;0;89;0;3;PLANO INVESTPREV
30808;5107;2258;2684786;2014001618;92;9227221.2;55;174;1;OLYMPUSPREV
30937;5108;2258;2688778;2014001529;235;17274062.28;99;200;1;U-SHIN PREV
30410;5109;1482;2676174;2016002174;80;14334811.56;59;109;1;SENAR
30416;5110;1482;2676174;2016002174;25;2040091.22;41;188;2;ICNA
30417;5111;1482;2676174;2016002174;128;15455895.82;53;147;3;CNA
30415;5112;1482;2676174;2016002174;18;1388497.06;41;123;4;SENAR/AR AM
30411;5113;1482;2676174;2016002174;25;1877498.28;35;174;5;SENAR/AR ES
30412;5114;1482;2676174;2016002174;5;232912.44;45;75;6;FAE/ES
30414;5115;1482;2676174;2016002174;16;2485265.04;46;114;7;SENAR/AR SC
30413;5116;1482;2676174;2016002174;0;0;0;0;8;FAE/A
30781;5117;2258;2684415;2014000719;108;13496087.28;52;215;1;MHWIRTH
30780;5118;2258;2684415;2014000719;68;9040836.72;66;150;2;Ak Operações
30779;5119;2258;2684415;2014000719;1058;108137955.2;49;199;3;Aker Solutions
30268;5122;535;2667497;2019002574;1184;0;36;0;1;Grupo Viva Mais
30340;5123;223;2672362;2019003929;561;0;19;17;1;CP+
30851;5068;3527;2686295;2020001365;1073;146699862.7;118;105;1;Plano DXC
31002;5124;4711;2690127;2014000638;520;0;138;326;1;GERAL
30289;5125;3438;2669123;2020002183;296;30079079.81;143;184;1;Elekeiroz
