NU_CNPB_PLANO_DA;ID_BENEFICIO_DA;NM_BENEFICIO_DA;IN_PROGRAMADO;NM_REGIME_FINANCEIRO;NM_METODO_FINANCIAMENTO;TE_REGRA_NIVEL_BASICO;IN_AGREGACAO
2005005111;111719;PECÚLIO POR MORTE;0;Repartição Simples;;"PARA O ASSISTIDO O VALOR É IGUAL A 5 VEZES O BENEFÍCIO BRUTO PAGO PELA FAECES;
PARA O PARTICIPANTE O VALOR É IGUAL A 5 VEZES O BENEFÍCIO DE INVALIDEZ QUE SERIA PAGO PELA FAECES.";0
1994004118;111714;PECÚLIO POR MORTE;0;Repartição Simples;;"NO CASO DE FALECIMENTO NA CONDIÇÃO DE PARTICIPANTE ATIVO, AO QUÍNTUPLO DA SUPLEMENTAÇÃO QUE O PARTICIPANTE TERIA DIREITO NA DATA DE SUA MORTE, SE ENTRESSE EM GOZO DE APOSENTADORIA POR INVALIDEZ; NO CASO DE FALECIMENTO NA CONDIÇÃO DE PARTICIPANTE ASSISTIDO, AO QUÍNTUPLO DA SUPLEMENTAÇÃO QUE O PARTICIPANTE TERIA DIREITO NO MÊS DE SUA MORTE.";0
2000001718;111739;PECÚLIO POR MORTE;0;Capitalização;AGREGADO;"10*SRB.
ONDE:
SRB - SALÁRIO-REAL-DE-BENEFÍCIO EQUIVALENTE A MÉDIA DOS 36 SALÁRIOS-DE-PARTICIPAÇÃO ANTERIORES AO MÊS DE INÍCIO DO BENEFÍCIO, CORRIGIDOS MÊS A MÊS PELO ÍNDICE GERAL MÉDIO DE VARIAÇÃO DOS SALÁRIOS DOS EMPREGADOS DAS PATROCINADORAS, ATÉ O MÊS DE INÍCIO DO BENEFÍCIO.";0
2005003638;111791;PECÚLIO POR MORTE;0;Capitalização;CAPITALIZAÇÃO FINANCEIRA;O VALOR DO BENEFÍCIO DE PECÚLIO POR MORTE CORRESPONDERÁ AO PAGAMENTO ÚNICO DO SALDO DE CONTA APLICÁVEL, APURADO NA DATA DO CÁLCULO E ATUALIZADO, ATÉ A DATA DO PAGAMENTO, PELA VARIAÇÃO DA COTA, OCORRIDA NO PERÍODO.;0
2007002711;111807;PECÚLIO POR MORTE;0;Capitalização;SISTEMA MISTO;"O PECÚLIO POR MORTE DEVIDO AOS BENEFICIÁRIOS DO PARTICIPANTE QUE, POR OCASIÃO DO FALECIMENTO, NÃO RECEBIA BENEFÍCIO POR ESTE PLANO, CONSISTIRÁ, NO SALDO DE CONTA APLICÁVEL, RESULTANTE, SOMATÓRIA DE (A) + (B) + (C), ONDE:
A) 100% DO SALDO DE CONTA DE CONTRIBUIÇÃO DE PARTICIPANTE;
B) 100% DO SALDO DE CONTA DE CONTRIBUIÇÃO DE  PATROCINADORA,
C) SALDO DE CONTA PROJETADO, NOS TERMOS DO DISPOSTO NO ITEM 9.23.2 DO REGULAMENTO, EXCLUSIVAMENTE PARA O PAGAMENTO AOS BENEFICIÁRIOS PREVISTOS NA FORMA DO ITEM 4.3 DO REGULAMENTO.";0
2005001211;111767;PECÚLIO POR MORTE;0;Repartição Simples;;O PECÚLIO POR MORTE CONSISTIRÁ, NA DATA DE SUA CONCESSÃO, NUM PAGAMENTO ÚNICO CORRESPONDENTE A 20 VEZES O SALÁRIO REAL DE BENEFÍCIO DO RESPECTIVO PARTICIPANTE.;0
1981000429;111663;PECÚLIO POR MORTE;0;Capitalização;AGREGADO;CONSISTIRÁ NO PAGAMENTO DE UMA IMPORTÂNCIA EM DINHEIRO IGUAL AO DÉCUPLO DO SALÁRIO-REAL-DE-BENEFÍCIO DO PARTICIPANTE, RELATIVO AOMÊS PRECEDNETE AO DE SUA MORTE.;0
2000001319;112173;PECÚLIO POR MORTE;0;Capitalização;AGREGADO;"10*SRB.
ONDE:
SRB - SALÁRIO-REAL-DE-BENEFÍCIO EQUIVALENTE A MÉDIA DOS 36 SALÁRIOS-DE-PARTICIPAÇÃO ANTERIORES AO MÊS DE INÍCIO DO BENEFÍCIO, CORRIGIDOS MÊS A MÊS PELO ÍNDICE GERAL MÉDIO DE VARIAÇÃO DOS SALÁRIOS DOS EMPREGADOS DAS PATROCINADORAS, ATÉ O MÊS DE INÍCIO DO BENEFÍCIO.";0
1985000792;112066;PECÚLIO POR MORTE;0;Capitalização;IDADE DE ENTRADA;"PM = 10 X VB (PAGAMENTO ÚNICO);
PM = VALOR DO PECÚLIO POR MORTE;
VB (ATIVO)= VALOR DA SUPLEMENTAÇÃO DE APOSENTADORIA QUE TERIA DIREITO SE ENTRASSE EM INVALIDEZ NA DATA DO ÓBITO;
VB (ASSISISTIDO) = SUPLEMENTAÇÃO DE APOSENTADORIA EM PERCEPÇÃO.";0
2000007856;112012;PECÚLIO POR MORTE;0;Capitalização;IDADE DE ENTRADA;"B = 5 X ÚLTIMO SRB								
SENDO:
SRB = MÉDIA DO SALÁRIO DE PARTICIPAÇÃO, PARA ATIVOS
SRB = ÚLTIMO BENEFÍCIO RECEBIDO DO PLANO, PARA ASSISTIDOS";0
1995002518;112371;PECÚLIO POR MORTE;0;Repartição Simples;;10 X SALÁRIO-REAL-DE-BENEFÍCIO;0
2003001638;112227;PECÚLIO POR MORTE;0;Capitalização;AGREGADO;PARCELA ÚNICA, CORRESPONDENTE A 30 VEZES O SRB REFERENTE AO MÊS IMEDIATAMENTE ANTERIOR AO DO FALECIMENTO DO PARTICIPANTE ATIVO OU DE 30 VEZES O VALOR DO BENEFÍCIO QUE O PARTICIPANTE ASSISTIDO RECEBIA.;0
2019003619;114424;PECÚLIO POR MORTE;0;Capitalização;AGREGADO;O PECÚLIO POR MORTE SERÁ IGUAL A 15(QUINZE) VEZES O VALOR CORRESPONDENTE A 60% DO SALÁRIO REAL DE BENEFÍCIO DEFINIDO NO ARTIGO 17, OU A 15(QUINZE) VEZES O SALÁRIO BÁSICO, SE ESTE FOR SUPERIOR.;0
2003002383;114395;PECÚLIO POR MORTE;0;Capitalização;AGREGADO;"O PECÚLIO SERÁ IGUAL A 15 VEZES 60% DO SALÁRIO-REAL-DE-BENEFÍCIO, OU A 15 VEZES O SALÁRIO-BÁSICO, SE ESTE FOR SUPERIOR. SE A MORTE DECORRER DE ACIDENTE DE TRABALHO, O PECÚLIO 30 VEZES 60% DO SALÁRIO-REAL-DE-BENEFÍCIO, OU A 30 VEZES O SALÁRIO-BÁSICO, SE ESTE FOR SUPERIOR.
O VALOR DO PECÚLIO DE QUE TRATA NÃO PODERÁ EXCEDER AO EQUIVALENTE A 40 VEZES O TETO DO SALÁRIO-DE-CONTRIBUIÇÃO PARA A PREVIDÊNCIA SOCIAL, P/ COBERTURA DO MESMO PARTICIPANTE, RESSALVADA A HIPÓTESE DE MORTE P/ ACIDENTE DO TRABALHO, EM QUE O VALOR DO PECÚLIO TERÁ POR LIMITE A DIFERENÇA ENTRE O DOBRO DESSE VALOR MÁXIMO E O VALOR DO PECÚLIO INSTITUÍDO PELA LEI Nº 6.367, DE 19/10/1976. NO CASO DE PARTICIPANTE APOSENTADO, O PECÚLIO SERÁ IGUAL A 15 VEZES 60% DO SEU SALÁRIO-DE-CÁLCULO DO MÊS PRECEDENTE AO DO FALECIMENTO.";0
2003002456;114404;PECÚLIO POR MORTE;0;Capitalização;AGREGADO;"O PECÚLIO SERÁ IGUAL A 15 VEZES 60% DO SALÁRIO-REAL-DE-BENEFÍCIO, OU A 15 VEZES O SALÁRIO-BÁSICO, SE ESTE FOR SUPERIOR.SE A MORTE DECORRER DE ACIDENTE DE TRABALHO, O PECÚLIO SERÁ 30 VEZES O VALOR CORRESP. A 60% DO SALÁRIO-REAL-DE-BENEFÍCIO, OU A 30 VEZES O SALÁRIO-BÁSICO, SE ESTE FOR SUPERIOR. O VALOR DO PECÚLIO DE QUE TRATA NÃO PODERÁ EXCEDER AO EQUIVALENTE A 40 VEZES O TETO DO SALÁRIO-DE-CONTRIBUIÇÃO PARA A PREVIDÊNCIA SOCIAL, P/ COBERTURA DO MESMO PARTICIPANTE, RESSALVADA A HIPÓTESE DE MORTE P/ ACIDENTE DO TRABALHO, EM QUE O VALOR DO PECÚLIO TERÁ POR LIMITE A DIFERENÇA ENTRE O DOBRO DESSE VALOR MÁXIMO E O VALOR DO PECÚLIO INSTITUÍDO PELA LEI Nº 6.367, DE 19/10/1976.
NO CASO DE PARTICIPANTE APOSENTADO O PECÚLIO SERÁ IGUAL A 15 VEZES 60% DO SEU SALÁRIO-DE-CÁLCULO DO MÊS PRECEDENTE AO DO FALECIMENTO.";0
1979004692;114544;PECÚLIO POR MORTE;0;Capitalização;AGREGADO;10 VEZES O SALÁRIO DA MATRIZ DO PARTICIPANTE, NO MÊS DE OCORRÊNCIA DO ÓBITO, LIMITADO A 40 VEZES O MAIOR SALÁRIO DE CONTRIBUIÇÃO À PREVIDÊNCIA SOCIAL, NA DATA DO ÓBITO.;0
1982000856;114546;PECÚLIO POR MORTE;0;Repartição de Capital de Cobertura;;5 X SRB;0
2007003147;114536;PECÚLIO POR MORTE;0;Capitalização;IDADE DE ENTRADA;VALOR DO BENEFÍCIO DE PECÚLIO DO PLANO BÁSICO X FATOR PROPORCIONAL DE BENEFÍCIO PROGRAMADO SALDADO. EM RELAÇÃO AO BENEFÍCIO PROGRAMADO PLENO DO PLANO BÁSICO.;0
1986000656;114673;PECÚLIO POR MORTE;0;Capitalização;AGREGADO;"PECÚLIO = 8 X SALÁRIO-REAL-DE-BENEFÍCIO.

NA MORTE DE ASSISTIDO, O SALÁRIO-REAL-SALÁRIO-REAL-DE-PARTICIPAÇÃO USADO PARA CÁLCULO DO SALÁRIO-REAL-DE-BENEFÍCIO É A SOMA DA SUPLEMENTAÇÃO RECEBIDA MAIS O BENEFÍCIO DO REGIME GERAL.";0
2007000865;114644;PECÚLIO POR MORTE;0;Repartição Simples;;5 X SRB PARA OS PARTICIPANTES INSCRITOS NO PLANO SALDADO CERES. PARA OS DEMAIS PARTICIPANTE 100% DO SRB, NÃO PODENDO SER INFERIOR A 65% DO VALOR DE REFERÊNCIA.;0
2013000911;114658;PECÚLIO POR MORTE;0;Repartição de Capital de Cobertura;;"O VALOR DO PECÚLIO POR MORTE SERÁ O EQUIVALENTE A 100% (CEM POR CENTO) DO VALOR DO SALÁRIO-REAL-DE-BENEFÍCIO DO PARTICIPANTE OU APOSENTADO QUE FALECER.

O VALOR DO PECÚLIO POR MORTE SERÁ O VALOR DO SALDO DA CONTA INDIVIDUAL DO CAPITAL SEGURADO - PECÚLIO, CONSTITUÍDA PELA INDENIZAÇÃO DO CAPITAL FINANCEIRO ESPECÍFICO PARA O PECÚLIO POR MORTE.

CASO NÃO HAJA INDENIZAÇÃO DO CAPITAL SEGURADO POR PARTE DA SEGURADORA, A ALTERNATIVA DOS BENEFICIÁRIOS, PARA SUPRIR A AUSÊNCIA DO VALOR DO PECÚLIO POR MORTE, PODE SER O SAQUE À VISTA DO VALOR EQUIVALENTE A ATÉ 10% (DEZ POR CENTO) DO SALDO DA CONTA INDIVIDUAL DE BENEFÍCIO CONCEDIDO, PREVISTA NO INCISO VII DO ART. 92, QUANDO DA CONCESSÃO DA PENSÃO POR MORTE, DE ACORDO COM O PREVISTO NO ART. 47.";0
2007001047;114648;PECÚLIO POR MORTE;0;Repartição Simples;;5 X SRB;0
2007002574;114612;PECÚLIO POR MORTE;0;Repartição Simples;;VALOR DO BENEFÍCIO DE PECÚLIO DO PLANO BÁSCO X FATOR PROPORCIONAL DE BENEFÍCIO PROGRAMADO SALDADO.;0
2007002647;114617;PECÚLIO POR MORTE;0;Repartição Simples;;"5 X SRB PARA OS PARTICIPANTES INSCRITOS NO PLANO SALDADO E PARA OS DEMAIS
PARTICIPANTE  2 X SRB, NÃO PODENDO SER INFERIOR A 65% DO VALOR DE
REFERÊNCIA. PARA PARTICIPANTES DO PLANO EMATER SALDADO, O VALOR SERÁ DEDUZIDO DO VALOR DO BENEFÍCIO SALDADO DE PECÚLIO POR MORTE.";0
2009001192;114635;PECÚLIO POR MORTE;0;Repartição Simples;;O PECÚLIO POR MORTE CONSISTE NO PAGAMENTO ÚNICO DE 100% DO VALOR DO SALÁRIO-REAL-DE-BENEFÍCIO DO PARTICIPANTE OU ASSISTIDO QUE VIER A FALECER.;0
2005002356;114558;PECÚLIO POR MORTE;0;Repartição Simples;;"5 X SRB PARA OS PARTICIPANTES INSCRITOS NO PLANO SALDADO EPAGRI.
PARA OS DEMAIS PARTICIPANTES 100% DO SRB, NÃO PODENDO SER INFERIOR A 65% DO VALOR DE REFERÊNCIA.";0
1982000147;114622;PECÚLIO POR MORTE;0;Repartição Simples;;5 X SRB;0
1979000565;114574;PECÚLIO POR MORTE;0;Repartição de Capital de Cobertura;;5 X SRB;0
1981000119;114564;PECÚLIO POR MORTE;0;Repartição Simples;;5 X SRB;0
2007000792;114584;PECÚLIO POR MORTE;0;Repartição de Capital de Cobertura;;"MÁXIMO(2 X SALÁRIO REAL DE BENEFÍCIO; 65% VALOR DE REFERÊNCIA)";0
1979000492;114595;PECÚLIO POR MORTE;0;Repartição Simples;;5 X SRB;0
2006000756;114039;PECÚLIO POR MORTE;0;Repartição Simples;;"PECÚLIO PRINCIPAL
O PARTICIPANTE TITULAR PODERÁ ESCOLHER ENTRE OS SEGUINTES MÚLTIPLOS: 10X (10 VEZES), 15X (QUINZE VEZES) OU 20 X (VINTE VEZES).
NO CASO DE MORTE ACIDENTAL, O VALOR DA COBERTURA ESCOLHIDA SERÁ PAGO EM DOBRO PODENDO ULTRAPASSAR O LIMITE ESTIPULADO NO ITEM V, SALVO SE DECORRER DE FATOS E CAUSAS QUE COMPÕEM OS RISCOS EXCLUDENTES RELACIONADOS NO ANEXO II LETRA ¿B¿ DO REGULAMENTO.
O VALOR DA COBERTURA PAGO ESTÁ LIMITADO A 40 (QUARENTA) VEZES O TETO DE CONTRIBUIÇÃO DO REGIME GERAL DA PREVIDÊNCIA SOCIAL VIGENTE À ÉPOCA DO ÓBITO.";0
2005006483;114001;PECÚLIO POR MORTE;0;Repartição Simples;;"CORRESPONDERÁ A 10 VEZES O VALOR DO SALÁRIO REAL DE
BENEFÍCIO DO PARTICIPANTE REFERENTE AO MÊS IMEDIATAMENTE ANTERIOR AO DO
FALECIMENTO DO PARTICIPANTE.";0
1979000247;114051;PECÚLIO POR MORTE;0;Capitalização;AGREGADO;"5 * SRB
- SRB (SALÁRIO REAL DE BENEFÍCIO) - SIGNIFICARÁ A MÉDIA ARITMÉTICA SIMPLES DOS 12 ÚLTIMOS SALÁRIOS-DE-CONTRIBUIÇÃO ANTERIORES A DATA DO CÁLCULO, EXCLUINDO-SE O 13º SALÁRIO, CORRIGIDO PELO ÍNDICE DE REAJUSTE (INPC).";0
1994003138;114376;PECÚLIO POR MORTE;0;Capitalização;CAPITALIZAÇÃO FINANCEIRA;7.4.3 O VALOR DO BENEFÍCIO DE PECÚLIO POR MORTE SERÁ IGUAL AO SALDO DE CONTA TOTAL NA DATA DO CÁLCULO, OBSERVANDO O DISPOSTO NO ITEM 7.6 E SEUS SUBITENS.;0
1970000147;114385;PECÚLIO POR MORTE;0;Capitalização;AGREGADO;2 VEZES O SALÁRIO DE CÁLCULO DO MÊS ANTERIOR AO FALECIMENTO OU 4 VEZES NO CASO DE ACIDENTE TRABALHO E, NO CASO DO ASSISTIDO, O PECÚLIO POR MORTE SERÁ 2 VEZES A SOMA DO BENEFÍCIO PETROS COM O VALOR DA UNIDADE DE REFERÊNCIA (UR) DO PLANO, OU VALOR BENEFÍCIO DO INSS, SE O ASSISTIDO ENQUADRAR NA SITUAÇÃO DO ART. 91;0
1979000719;114343;PECÚLIO POR MORTE;0;Capitalização;AGREGADO;"B = 5 X (SRB); SENDO:SRB = MÉDIA DO SALÁRIO DE PARTICIPAÇÃO PARA ATIVOS; E SRB = BENEFÍCIO DO PLANO + BENEFÍCIO DO REGIME GERAL PARA ASSISTIDOS.";0
2007002256;114260;PECÚLIO POR MORTE;0;Capitalização;CAPITALIZAÇÃO FINANCEIRA;O PECÚLIO POR MORTE CONSISTIRÁ EM UM PAGAMENTO ÚNICO EQUIVALENTE AO SALDO DE CONTA TOTAL, NA DATA DO CÁLCULO DO BENEFÍCIO.;0
2003001956;115114;PECÚLIO POR MORTE;0;Repartição Simples;;"O BENEFÍCIO CONSISTIRÁ EM UMA IMPORTÂNCIA EQUIVALENTE A 20 VEZES AO VALOR DA MÉDIA ARITMÉTICA SIMPLES DOS 12 ÚLTIMOS SALÁRIOS DE PARTICIPAÇÃO, IMEDIATAMENTE ANTERIOR AO MÊS DO ÓBITO.
O BENEFÍCIO SERÁ COBERTO PELA PREVIRB ATÉ O LIMITE DE SALÁRIO DE PARTICIPAÇÃO DE R$ 18.509,61 EM 01/01/2018, E O EXCEDENTE DO RISCO COBERTO POR SEGURO.";0
2000001947;115219;PECÚLIO POR MORTE;0;Capitalização;AGREGADO;"10*SRB.
ONDE:
SRB - SALÁRIO-REAL-DE-BENEFÍCIO EQUIVALENTE A MÉDIA DOS 36 SALÁRIOS-DE-PARTICIPAÇÃO ANTERIORES AO MÊS DE INÍCIO DO BENEFÍCIO, CORRIGIDOS MÊS A MÊS PELO ÍNDICE GERAL MÉDIO DE VARIAÇÃO DOS SALÁRIOS DOS EMPREGADOS DAS PATROCINADORAS, ATÉ O MÊS DE INÍCIO DO BENEFÍCIO.";0
2000000819;115231;PECÚLIO POR MORTE;0;Capitalização;AGREGADO;"10*SRB.
ONDE:
SRB - SALÁRIO-REAL-DE-BENEFÍCIO EQUIVALENTE A MÉDIA DOS 36 SALÁRIOS-DE-PARTICIPAÇÃO ANTERIORES AO MÊS DE INÍCIO DO BENEFÍCIO, CORRIGIDOS MÊS A MÊS PELO ÍNDICE GERAL MÉDIO DE VARIAÇÃO DOS SALÁRIOS DOS EMPREGADOS DAS PATROCINADORAS, ATÉ O MÊS DE INÍCIO DO BENEFÍCIO.";0
1979004374;115264;PECÚLIO POR MORTE;0;Capitalização;AGREGADO;10 VEZES O SALÁRIO DA MATRIZ DO PARTICIPANTE, NO MÊS DE OCORRÊNCIA DO ÓBITO, LIMITADO A 40 VEZES O MAIOR SALÁRIO DE CONTRIBUIÇÃO À PREVIDÊNCIA SOCIAL, NA DATA DO ÓBITO.;0
1998007774;115255;PECÚLIO POR MORTE;0;Capitalização;AGREGADO;"O PECÚLIO POR MORTE CORRESPONDE A 10 (DEZ) VEZES O VALOR DO SALÁRIO DE BENEFÍCIO DETIDO PELO PARTICIPANTE NA DATA BASE DE CÁLCULO. 

NO PECÚLIO POR MORTE DE ASSISTIDO POR APOSENTADORIA PROGRAMADA, O VALOR REFERIDO NO CAPUT É PROPORCIONALIZADO COM BASE NA DURAÇÃO DO PERÍODO CONTRIBUTIVO.

A PROPORCIONALIZAÇÃO PREVISTA NO ITEM ANTERIOR É APURADA A PARTIR DE 1/360 (UM, TREZENTOS 
E SESSENTA AVOS) PARA CADA MÊS DE DURAÇÃO DO PERÍODO CONTRIBUTIVO E ESTÁ LIMITADA A 100% (CEM POR CENTO).";0
1980001618;115241;PECÚLIO POR MORTE;0;Capitalização;AGREGADO;O PECÚLIO POR MORTE CORRESPONDE A 10 VEZES O VALOR DO SALÁRIO DE BENEFÍCIO DETIDO PELO PARTICIPANTE NA DATA BASE DE CÁLCULO.;0
2014001219;115313;PECÚLIO POR MORTE;0;Capitalização;CAPITALIZAÇÃO FINANCEIRA;"OCORRENDO O FALECIMENTO OU INVALIDEZ DO PARTICIPANTE EM ATIVIDADE, INCLUSIVE NA CONDIÇÃO DE AUTOPATROCINADO, ELE OU SEUS BENEFICIÁRIOS, FARÃO JUS AO RECEBIMENTO DO SALDO TOTAL EM PARCELA ÚNICA, APURADO NA DATA DO PAGAMENTO DE ACORDO COM O VALOR DA QUOTA PATRIMONIAL DO MÊS ANTERIOR, OU DO ÚLTIMO VALOR DISPONÍVEL, A TÍTULO DE PECÚLIO POR MORTE OU INVALIDEZ.
OCORRENDO O FALECIMENTO OU INVALIDEZ DO PARTICIPANTE VINCULADO, ELE OU SEU BENEFICIÁRIO FARÁ JUS AO RECEBIMENTO DO SALDO TOTAL, APURADO NA DATA DA RESCISÃO DO VÍNCULO EMPREGATÍCIO OU DO DESLIGAMENTO DA
PATROCINADORA, DE ACORDO COM O VALOR DA QUOTA PATRIMONIAL DO MÊS ANTERIOR À DATA DO EVENTO, OU DO ÚLTIMO DISPONÍVEL, A TÍTULO DE PECÚLIO POR MORTE OU INVALIDEZ.";0
2004000538;115292;PECÚLIO POR MORTE;0;Repartição Simples;;O PECÚLIO POR MORTE SERÁ DO ASSISTIDO QUE SE APOSENTOU PELO ANTIGO PLANO BD (PLANO I) E CORRESPONDERÁ AO VALOR IGUAL A 15 (QUINZE) VEZES O DO COMPLETO DA APOSENTADORIA QUE O ASSISTIDO PERCEBIA POR FORÇA DO PLANO DE BENEFÍCIOS, NO MÊS IMEDIATAMENTE ANTERIOR AO DO EVENTO E SERÁ PAGO DE UMA SÓ VEZ, RESPEITADOS OS LIMITES LEGAIS.;0
2004000392;115276;PECÚLIO POR MORTE;0;Repartição Simples;;O PECÚLIO POR MORTE SERÁ DEVIDO POR ÓBITO DO ASSISTIDO QUE SE APOSENTOU PELO ANTIGO PLANO BD (PLANO I) E CORRESPONDERÁ AO VALOR IGUAL A 15 (QUINZE) VEZES O DO COMPLEMENTO DA APOSENTADORIA QUE O ASSISTIDO PERCEBIA POR FORÇA DO PLANO DE BENEFÍCIOS, NO MÊS IMEDIATAMENTE ANTERIOR AO DO EVENTO E SERÁ PAGO DE UMA SÓ VEZ, RESPEITADOS OS LIMITES LEGAIS.;0
2005002283;115385;PECÚLIO POR MORTE;0;Repartição Simples;;"O BENEFÍCIO SALDADO FOI CALCULADO EM FUNÇÃO DA RESERVA MATEMÁTICA DO
PARTIPANTE NA DATA DO SALDAMENTO.";0
2007003392;115391;PECÚLIO POR MORTE;0;Repartição Simples;;"O DOBRO DO SALÁRIO REAL DE BENEFÍCIO DO PARTICIPANTE OU ASSISTIDO QUE FALECER. PARA OS PARTICIPANTES DO PLANO SALDADO-EPAMIG EQUIVALE AO QUINTUPLO DO SALÁRIO REAL DE BENEFÍCIO DEDUZIDO DO PECÚLIO POR MORTE DO PLANO SALDADO EPAMIG.
VALOR DO BENEFÍCIO O VALOR DO PECÚLIO NÃO PODERÁ SER INFERIOR A 65% DO VALOR DE REFERÊNCIA VIGENTE NA DATA DO ÓBITO.";0
2004000465;114975;PECÚLIO POR MORTE;0;Repartição Simples;;O PECÚLIO POR MORTE SERÁ DEVIDO POR ÓBITO DO ASSISTIDO QUE SE APOSENTOU PELO ANTIGO PLANO BD (PLANO I) E CORRESPONDERÁ AO VALOR IGUAL A 15 (QUINZE) VEZES O DO COMPLEMENTO DA APOSENTADORIA QUE O ASSISTIDO PERCEBIA POR FORÇA DO PLANO DE BENEFÍCIOS, NO MÊS IMEDIATAMENTE ANTERIOR AO DO EVENTO E SERÁ PAGO DE UMA SÓ VEZ, RESPEITADOS OS LIMITES LEGAIS.;0
1979001529;114955;PECÚLIO POR MORTE;0;Capitalização;AGREGADO;EQUIVALE AO DOBRO DO SALÁRIO-REAL-DE BENEFÍCIO DO PARTICIPANTE FALECIDO ACRESCIDO DO ABONO DE APOSENTADORIA.;0
2002001456;114933;PECÚLIO POR MORTE;0;Repartição Simples;;10 VEZES O SALÁRIO DE MATRIZ DO PARTICIPANTE, NA DATA DO ÓBITO,  LIMITADO A 40 VEZES O MAIOR SALÁRIO DE CONTRIBUIÇÃO À PREVIDÊNCIA SOCIAL, NA DATA DO ÓBITO.;0
1977000118;115094;PECÚLIO POR MORTE;0;Capitalização;AGREGADO;"SALÁRIO DE CÁLCULO DEFINIDO NO REGULAMENTO DO PLANO - SC
PARTICIPANTES E ASSISTIDOS ADMITIDOS NO PATROCINADOR A PARTIR DE 01.01.1969 = SC X 15
REAJUSTE DO SALÁRIO DE CÁLCULO - TODAS AS VEZES, NAS MESMAS ÉPOCA E NA MESMA PROPORÇÃO DOS REAJUSTES SALARIAIS DE CARÁTER GERAL CONCEDIDOS PELO PATROCINADOR AOS SEUS EMPREGADOS.
PARA OS OPTANTES PELA SUPLEMENTAÇÃO DE APOSENTADORIA, O BENEFÍCIO É CÁLCULADO NA DATA DA OPÇÃO E REAJUSTADO ANUALMENTE, NO MÊS DE MARÇO, PELA VARIAÇÃO ACUMULADA DO INPC NOS 12 (DOZE) MESES IMEDIATAMENTE ANTERIORES.";0
2000000983;115058;PECÚLIO POR MORTE;0;Capitalização;AGREGADO;"10*SRB.
ONDE:
SRB - SALÁRIO-REAL-DE-BENEFÍCIO EQUIVALENTE A MÉDIA DOS 36 SALÁRIOS-DE-PARTICIPAÇÃO ANTERIORES AO MÊS DE INÍCIO DO BENEFÍCIO, CORRIGIDOS MÊS A MÊS PELO ÍNDICE GERAL MÉDIO DE VARIAÇÃO DOS SALÁRIOS DOS EMPREGADOS DAS PATROCINADORAS, ATÉ O MÊS DE INÍCIO DO BENEFÍCIO.";0
1991001411;115005;PECÚLIO POR MORTE;0;Repartição Simples;;"10 X SALÁRIO BASE DO ÚLTIMO MÊS DE PARTICIAPAÇÃO.
O VALOR DE REFERÊNCIA É SOMENTE UM LIMITADOR DO VALOR MÁXIMO DO PECÚLIO";0
2000002374;115015;PECÚLIO POR MORTE;0;Capitalização;AGREGADO;"PARTICIPANTE ATIVO:
1 X (((SA X 1,01)-AH) X K/360)
SA = SALÁRIO APLICÁVEL NA DATA EFETIVA DO PLANO, OBSERVADOS: O EXERCÍCIO DE FUNÇÃO COMISSIONADA POR NO MÍNIMO 36 MESES E OS CARGOS EM COMISSÃO EXERCIDOS.
K = TEMPO DE SERVIÇO PRESTADO À PATROCINADORA, EM MESES, LIMITADO EM 360.
AH = APOSENTADORIA HIPOTÉTICA - VALOR DO BENEFÍCIO BÁSICO DE APOSENTADORIA POR TEMPO DE SERVIÇO/IDADE QUE SERIA DEVIDO PELA PREVIDÊNCIA SOCIAL NA DATA EFETIVA DO PLANO.

PARTICIPANTE ASSISTIDO:
1 X VC
VC = VALOR DA COMPLEMENTAÇÃO DE APOSENTADORIA QUE O PARTICIPANTE ESTAVA RECEBENDO.

DATA EFETIVA DO PLANO = 01/01/2000.";0
1985001438;114914;PECÚLIO POR MORTE;0;Repartição Simples;;"1. O VALOR DO PECÚLIO POR MORTE DE PARTICIPANTE ATIVO CORRESPONDERÁ A 5 (CINCO) VEZES O SEU SALÁRIO-REAL-DE-BENEFICIO (SRB), PREVISTO NO ART. 69 DESTE REGULAMENTO,  NA DATA DO ÓBITO, DESDE QUE TENHA NO MÍNIMO, 12 (DOZE) MESES DE FILIAÇÃO AO PLANO BD.

A) PARÁGRAFO ÚNICO ¿ NO CASO DE ÓBITO DE PARTICIPANTE ASSISTIDO, O VALOR DO PECÚLIO CORRESPONDERÁ A 5 (CINCO) VEZES O ÚLTIMO BENEFÍCIO DE SUPLEMENTAÇÃO.";0
1982001811;114895;PECÚLIO POR MORTE;0;Capitalização;AGREGADO;"10 SRB

-SRB = MÉDIA ARITMÉTICA SIMPLES DOS 12 ÚLTIMOS SALÁRIOS DE PARTICIPAÇÃO
    ANTERIORES À DATA DO CÁLCULO,EXCLUINDO-SE O 13º SALÁRIO,CORRIGIDOS 
    PELO ÍNDICE NACIONAL DE PREÇOS AO CONSUMIDOR-INPC";0
